,,3494,11.04,ND,MATTHEW NORRISH

,,1496,4.73,GP,CONSTANTINE KRITSONIS






YORK NORTH,3463,24517,47.19,PC,*JULIA MUNRO

,,21054,40.53,L,JOHN TAYLOR

,,4029,7.76,ND,SYLVIA GERL

,,1854,3.57,GP,BOB BURROWS

,,497,0.96,FCP,SIMONE WILLIAMS






YORK SOUTH-WESTON,13685,19932,61.56,L,*JOE CORDIANO

,,6247,19.29,ND,BRIAN J. DONLEVY

,,4930,15.23,PC,STEVE HALICKI

,,794,2.45,GP,ENRIQUE PALAD

,,475,1.47,FCP,MARIANGELA SANABRIA






YORK WEST,12148,16102,69.31,L,*MARIO SERGIO

,,3954,17.02,ND,GARTH BOBB

,,2330,10.03,PC,TED AVER

,,437,1.88,GP,RICHARD VON FUCHS

,,408,1.76,C,CHRISTOPHER BLACK
