Nova Scotia
61
Nova Scotia,,,Scott Hemming,Scott Hemming,Nova Scotia Liberal Party,1548,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Ian Charles,Ian Charles,Green Party of Nova Scotia,192,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Shelburne,Shelburne,Eddie Nickerson,Eddie Nickerson,Progressive Conservative Association of Nova Scotia,1637,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Sterling W.W. Belliveau ,Sterling W.W. Belliveau ,Nova Scotia New Democratic Party,3844,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Darian Huskilson,Darian Huskilson,Nova Scotia Liberal Party,1356,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Robin Smith,Robin Smith,Green Party of Nova Scotia,101,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Timberlea-Prospect,Timberlea-Prospect,Gina Byrne,Gina Byrne,Progressive Conservative Association of Nova Scotia,795,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Bill Estabrooks,Bill Estabrooks,Nova Scotia New Democratic Party,6174,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Lisa Mullin,Lisa Mullin,Nova Scotia Liberal Party,1535,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Thomas Trappenberg,Thomas Trappenberg,Green Party of Nova Scotia,229,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Truro-Bible Hill,Truro-Bible Hill,Hughie MacIsaac,Hughie MacIsaac,Progressive Conservative Association of Nova Scotia,2544,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Lenore Zann,Lenore Zann,Nova Scotia New Democratic Party,4070,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Bob Hagell,Bob Hagell,Nova Scotia Liberal Party,1643,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Kaleigh Brinkhurst,Kaleigh Brinkhurst,Green Party of Nova Scotia,158,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Victoria-The Lakes,Victoria-The Lakes,Keith Bain,Keith Bain,Progressive Conservative Association of Nova Scotia,2417,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Fraser Patterson,Fraser Patterson,Nova Scotia New Democratic Party,1680,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Gerald Sampson,Gerald Sampson,Nova Scotia Liberal Party,1912,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Jim O'Brien,Jim O'Brien,Green Party of Nova Scotia,143,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Stemer MacLeod,Stemer MacLeod,Independent,97,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Waverley-Fall River-Beaver Bank,Waverley-Fall River-Beaver Bank,Gary Hines,Gary Hines,Progressive Conservative Association of Nova Scotia,1696,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Percy Paris,Percy Paris,Nova Scotia New Democratic Party,5007,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Bill Horne,Bill Horne,Nova Scotia Liberal Party,2290,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Damon Loomer,Damon Loomer,Green Party of Nova Scotia,199,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,Yarmouth,Yarmouth,Richard Hurlburt,Richard Hurlburt,Progressive Conservative Association of Nova Scotia,4537,Yes,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,David Olie,David Olie,Nova Scotia New Democratic Party,1696,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,David Mooney,David Mooney,Nova Scotia Liberal Party,1041,,,,,,,,,,,,,,,,,,,,,,,,
Nova Scotia,,,Ronald Mills,Ronald Mills,Green Party of Nova Scotia,123,,,,,,,,,,,,,,,,,,,,,,,,
